sentences,EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
"Жгло ей ужасно, я поняла это по тому как она бедняжка вся извивалась пока я ее подмывала.",0,0,1,0,0,ADR[8],594098,5,0.11199846863746643,0.12250203639268875,0.38267847895622253,0.3611180782318115,0.3254730999469757
А на щеках выступило какое-то высыпание.,0,0,1,0,0,ADR[5],594098,6,0.01881655491888523,0.02529146708548069,0.7613282203674316,0.2504362463951111,0.0809352919459343
"Мы сходили ко врачу и она сказала что это диатез и что это из-за свечей, так как те содержат по-моему ""кафетин"" или ""кафеин"", уж не знаю.",0,0,1,0,0,ADR[1],594098,7,0.056541748344898224,0.054270125925540924,0.12902508676052094,0.41135138273239136,0.4361058175563812
"Так что принимая эти свечи следите за ребеночком, если он склонен к диатезу.",0,0,1,0,0,ADR[6],594098,9,0.05259952321648598,0.05292603000998497,0.18668809533119202,0.40220439434051514,0.29389891028404236
Если появились признаки крапивницы прекращайте применение и обращайтесь к своему лечащему врачу.,0,0,1,0,0,ADR[4],594098,10,0.01007421500980854,0.012648503296077251,0.12860450148582458,0.4654836654663086,0.15214747190475464
Общее впечатление : может начаться аллергия RATING 3 NOTE,0,0,1,0,0,ADR[3],594098,11,0.024210866540670395,0.024672668427228928,0.1989215612411499,0.3651675283908844,0.20233610272407532
Я поставила ее вечером.,0,0,0,0,0,NEUTRAL,594098,3,0.013696902431547642,0.014085019007325172,0.2465667724609375,0.24585390090942383,0.1124301552772522
Очень эффективное средство при лечении простуды и гриппа!,0,0,0,1,0,DI[4],587207,1,0.0228122491389513,0.024941151961684227,0.15789130330085754,0.43469497561454773,0.2014491707086563
"В состав входит римантадин-иммуномодулятор, что помогает по сравнению с остальными порошками от простуды на много эффективнее.",1,0,0,1,0,EF[5]|DI[6],587207,3,0.06200103461742401,0.0632629543542862,0.19056436419487,0.41291794180870056,0.3078986704349518
"Парацетамол снимет жар и головную боль, а аскорбиновая кислота-это витамин.",0,0,0,1,0,DI[2],587207,4,0.01855599880218506,0.022305654361844063,0.13627862930297852,0.4855909049510956,0.2139705866575241
"Если вам нужно быстрое выздоровление, то этот препарат поможет вам бытро и эффективно!",1,0,0,0,0,EF[3],587207,6,0.02668391913175583,0.028660260140895844,0.44871142506599426,0.2351679503917694,0.12978611886501312
Общее впечатление : эффективное средство!,1,0,0,0,0,EF[1],587207,7,0.07733982056379318,0.08226489275693893,0.5078412294387817,0.27398407459259033,0.1965131163597107
Снимает симптомы и борется с вирусами.,0,0,0,0,0,NEUTRAL,587207,2,0.017597537487745285,0.02136812172830105,0.14532452821731567,0.4158996641635895,0.17467230558395386
"Так случилась, во время беременности простудилась.",0,0,0,1,0,DI[1],2410110,1,0.05101810395717621,0.055059272795915604,0.3100259006023407,0.36481973528862,0.23698940873146057
"Нос заложило, кашель, поднялась высокая температура.",0,0,0,1,0,DI[4],2410110,2,0.018467234447598457,0.024702468886971474,0.2672056555747986,0.465231716632843,0.1334601193666458
"Не секрет, что вынашивания малыша пить какие либо препараты от простуды запрещено особенно на ранних сроках.",0,0,0,1,0,DI[3],2410110,3,0.10843128710985184,0.11161059886217117,0.3133610785007477,0.39852744340896606,0.3389378786087036
"Нос не дышал, дышать было трудно воздуха катастрофически не хватало.",0,0,0,1,0,DI[6],2410110,7,0.022806333377957344,0.02998739294707775,0.5705273747444153,0.2850798964500427,0.10810481011867523
"Фармацевт посоветовала спрей Гриппферон, уверяла что очень эффективное средство способствует профилактике и лечению гриппа и ОРВИ.",0,0,0,1,0,DI[5],2410110,9,0.061561960726976395,0.06089427322149277,0.16237758100032806,0.4365446865558624,0.347265362739563
"Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.",0,0,1,0,0,ADR[2],2410110,13,0.09954648464918137,0.10844776034355164,0.3574034571647644,0.38701778650283813,0.28375229239463806
Но и они оказались мало эффективными.,0,0,0,0,0,NEUTRAL,2410110,6,0.0811736136674881,0.08258847892284393,0.2853434979915619,0.3624347150325775,0.27615347504615784
"У меня или особенность организма такая, или сказывается нехватка витаминов, но весной я болею простудой чаще, чем в любое другое время года.",0,0,0,1,0,DI[6],822369,1,0.12328705191612244,0.12352705746889114,0.34522441029548645,0.37066563963890076,0.36910057067871094
"Запасаюсь и таблетками, у меня уже есть хорошее средство от гриппа и ОРВИ, проверенное с прошлого года.",1,0,0,1,0,EF[8]|DI[4],822369,3,0.05608552694320679,0.056276269257068634,0.2815597355365753,0.3641751706600189,0.2708562910556793
"Таблетки ""Эргоферона"" кроме лечебного эффекта, являются отличным профилактическим средством.",1,0,0,0,1,EF[1]|Finding[7],822369,9,0.0629078671336174,0.06093159690499306,0.1935577541589737,0.40078577399253845,0.30786585807800293
"И не только от вирусов гриппа, но и герпеса.",0,0,0,1,1,DI[2]|Finding[9],822369,10,0.01813604310154915,0.022295331582427025,0.1155296117067337,0.5790079832077026,0.21827606856822968
"По показаниям помогает и при кишечных инфекциях, менингите.",1,0,0,0,1,EF[5]|Finding[10],822369,11,0.03892630338668823,0.04529854282736778,0.15486769378185272,0.516828179359436,0.24535250663757324
"Препарат ""Эргоферон"" эффективен, но и цена приличная.",1,0,0,0,0,EF[3],822369,12,0.027895577251911163,0.028618793934583664,0.10217856615781784,0.43984538316726685,0.2921689450740814
"Общее впечатление : Удобно и эффективно, особенно весной RATING 4 NOTE",0,0,0,0,0,NEUTRAL,822369,15,0.0032516908831894398,0.003375750733539462,0.6277761459350586,0.08232332020998001,0.037274785339832306
у ребенка после 3 укола начались бесконечные обструктивные бронхиты.,0,0,1,0,0,ADR[1],822705,1,0.025171006098389626,0.031209688633680344,0.19731144607067108,0.48974859714508057,0.17991997301578522
Ребенок периодически задыхается.,0,0,1,0,0,ADR[3],822705,2,0.0361475832760334,0.042515117675065994,0.29445159435272217,0.432010293006897,0.199931800365448
Развилась аллергия почти на все группы аллергенов.,0,0,1,0,0,ADR[2],822705,3,0.03783508390188217,0.04139463230967522,0.23084428906440735,0.44598084688186646,0.21752339601516724
Общее впечатление : плохой RATING 1 NOTE,0,0,0,0,0,NEUTRAL,822705,9,0.0604836642742157,0.056689079850912094,0.2168986052274704,0.3451050817966461,0.30228176712989807
"Назначили ликопид после очень затяжной болезни, из-за пониженного иммунитета, с хроническим тонзилитом.",0,0,0,1,0,DI[3],1607970,1,0.02603420615196228,0.02871921844780445,0.11209829896688461,0.5042885541915894,0.25540125370025635
"Через 2 часа начались дикие боли и ломота в позвоночнике, сидеть очень больно, разболелся живот, пью первый день и больше не хочу такого.",0,0,1,0,0,ADR[4],1607970,4,0.04757136479020119,0.05404192581772804,0.3967176377773285,0.42852383852005005,0.22250425815582275
"Позвонила лечащему врачу, описала ситуацию - сказали больше не принимать т, к он может давать аллергическую реакцию.",0,0,0,0,1,Finding[2],1607970,5,0.06558407098054886,0.06934229284524918,0.25846928358078003,0.40453532338142395,0.29674068093299866
"Посоветовали попить тавегил, но я не понимаю при чем тут он и как он может снять боль в спине.",0,0,1,0,0,ADR[1],1607970,6,0.0308797936886549,0.035463083535432816,0.19404347240924835,0.4464658200740814,0.24702176451683044
"Решила начать принимать по 1 мг, а не сразу 10, т. к. многие пишут про побочку.",0,0,0,0,0,NEUTRAL,1607970,2,0.05009907856583595,0.04852987453341484,0.1985190212726593,0.37209412455558777,0.28616535663604736
"Заболел ларинготрахеитом, спустя 10 дней болезни я начала давать ему ликопид, и сама начала его принимать в дозировке 1 мг.",0,0,0,1,0,DI[1],2673885,2,0.03243410214781761,0.035228800028562546,0.11754327267408371,0.4908890724182129,0.3098296821117401
У ребенка на 6-ой день поднялась температура 39!,0,0,0,1,0,DI[2],2673885,3,0.012939832173287868,0.014562686905264854,0.16625277698040009,0.40164437890052795,0.16015659272670746
"Посоветовавшись с педиатром, я сразу отменила ребенку этот препарат, на следующий день температура 40, после осмотра врача- диагноз - гнойная ангина (( принимали антибиотик 5 дней и все прошло... Непонятно, то ли этот препарат дал такую побочку, так как ребенок сидел дома и никуда не выходил- с больными не контактрировал.",0,0,0,1,0,DI[3],2673885,4,0.036899320781230927,0.03542286530137062,0.17001044750213623,0.37064093351364136,0.3464353084564209
Ребенок (4 года) с переходом в новый садик начал очень часто болеть.,0,0,0,0,0,NEUTRAL,2673885,1,0.03426315262913704,0.04159976914525032,0.2064216136932373,0.4727343022823334,0.20087450742721558
Он не является панацеей от всех симптомв простуды.,0,0,0,1,0,DI[1],635587,3,0.035467568784952164,0.03809263929724693,0.18496665358543396,0.39688992500305176,0.21254637837409973
"Лично у меня он сбивает температуру, убирает ломоту в костях, облегчает боль в горле, и снимает немного насморк.",1,0,0,1,0,EF[5]|DI[2],635587,4,0.11460743844509125,0.12027005106210709,0.42133694887161255,0.37603485584259033,0.2832854688167572
Лично мне Антигриппин помог за 2 дня встать на ноги.,1,0,0,0,0,EF[4],635587,7,0.020925601944327354,0.022991321980953217,0.2960856258869171,0.3169809877872467,0.13224582374095917
"Но при этом, никто не отменяет применение других лекарств для устранения насморка и боли в горле.",0,0,0,1,0,DI[3],635587,8,0.02268744632601738,0.024662131443619728,0.22115562856197357,0.33757972717285156,0.164591446518898
"Мой муж тоже подхватил какой-то вирус, принимал 2 дня и также поправился.",1,0,0,0,0,EF[6],635587,9,0.06834596395492554,0.07057876139879227,0.2509121000766754,0.3930974304676056,0.3136923611164093
Тогда будет все хорошо.,0,0,0,0,0,NEUTRAL,635587,6,0.0025850737001746893,0.002676655538380146,0.787825345993042,0.042586036026477814,0.028851499781012535
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.,0,0,0,1,0,DI[3],2702457,2,0.04396175965666771,0.054885078221559525,0.5031176805496216,0.4164128601551056,0.16298793256282806
Не мог засыпать сутками.,0,0,0,1,0,DI[4],2702457,3,0.004502280615270138,0.005814629141241312,0.8999047875404358,0.09258381277322769,0.029969798400998116
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.,0,1,0,0,0,INF[5],2702457,4,0.014352583326399326,0.018070770427584648,0.09851576387882233,0.5943387746810913,0.2354501634836197
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин.,1,0,0,1,0,EF[1]|DI[2],2702457,6,0.010098787024617195,0.012243467383086681,0.10895585268735886,0.5159721970558167,0.18855705857276917
Аминазин помогал но от него сильно много побочных.,0,0,0,0,0,NEUTRAL,2702457,5,0.00930713675916195,0.010985642671585083,0.0624774768948555,0.5336747765541077,0.22602736949920654
Лечить ею депрессивные состояния это всё равно что лечить грипп витаминами.,0,0,0,1,1,DI[3]|Finding[2],579743,2,0.016920916736125946,0.02382211945950985,0.15056642889976501,0.5494202375411987,0.20578105747699738
"В результате понял, что это не медикаментозный препарат, а банальная биодобавка, от которой толку как с козла молока :) Понял это по НУЛЕВОМУ результату лечения.",0,1,0,0,0,INF[1],579743,4,0.10127648711204529,0.10858291387557983,0.30164778232574463,0.4251660704612732,0.3183552920818329
Я купил глицисед и принимал его неделю.,0,0,0,0,0,NEUTRAL,579743,3,0.03496798127889633,0.03816712275147438,0.16497957706451416,0.4343909025192261,0.2657737135887146
"По рекомендации педиатра, стала мазать ребенку носик перед тем как выйти на улицу или перед походами в детский сад с целью профилактики вирусной инфекции и гриппа.",0,0,0,1,0,DI[3],2686291,1,0.09957808256149292,0.102997325360775,0.3062032461166382,0.41681960225105286,0.30649545788764954
"Особого эффекта не заметила, так как ребенок как болел, так и болеет (с мазью ""Виферон"" или нет).",0,1,0,0,0,INF[1],2686291,2,0.024607673287391663,0.026378940790891647,0.14607204496860504,0.40510594844818115,0.22582124173641205
"НО вот ректальные свечи ""Виферон"" (а также свечи ""Генферон лайт"") при болезнях помогают справится с инфекцией, если конечно, инфекция вирусная, а не бактериальная.",1,0,0,0,0,EF[2],2686291,4,0.015038114972412586,0.016370153054594994,0.06677520275115967,0.47030994296073914,0.25915077328681946
Мазь предназначена для лечения: - вирусной инфекции (в том числе герпетической) ; - вирусное поражения кожи и слизистых оболочек; А также для профилактики ОРВИ и гриппа.,0,0,0,1,0,DI[4],2686291,5,0.052711497992277145,0.05687812715768814,0.24509787559509277,0.4384816884994507,0.24410003423690796
Время использования: 1 год,0,0,0,0,0,NEUTRAL,2686291,7,0.00145813194103539,0.0015194967854768038,0.908226728439331,0.022127415984869003,0.02903173305094242
"Ну скажу так, смотря на всех деток которые уже разговаривали предложениями, то мы же говорили только отдельные слова, Сначала начала говорить нам воспитатель, что ребенок в таком возрасте должен уже говорить два и более слова в предложении, да и бабушки настаивали.",0,0,0,1,0,DI[1],2460790,4,0.1204005554318428,0.13077229261398315,0.3566206395626068,0.34090369939804077,0.5138402581214905
Наш малыш начал говорить по два три слова в предложении.,1,0,0,0,0,EF[2],2460790,7,0.03698976710438728,0.04567060247063637,0.42189672589302063,0.3787885904312134,0.1819528192281723
Особых каких то побочных действий я не заметила(хотя говорили что дитя будет немного возбудимым) может из за того что мы пили еще и киндинорм этого не было видно.,0,0,0,0,1,Finding[3],2460790,10,0.06574559956789017,0.0659833624958992,0.1923607885837555,0.41713494062423706,0.38444018363952637
Пошли мы к нервопатологу и нам выписали Энцефабол в комплексе с Киндинормом и Лицетином.,0,0,0,0,0,NEUTRAL,2460790,5,0.026637475937604904,0.030528049916028976,0.08626623451709747,0.5713678598403931,0.35673126578330994
"Мой ребенок относился к группе ЧБД (частоболеющие дети), в анамнезе имелась еще бронхиальная астма.",0,0,0,0,1,Finding[4],2735484,2,0.05289734899997711,0.0582677386701107,0.23483368754386902,0.4734240174293518,0.2837729752063751
"Наблюдались у аллерголога, которая и прописала нам препарат в составе общей терапии (заболели ОРВИ).",0,0,0,1,0,DI[6],2735484,3,0.020473431795835495,0.022592436522245407,0.15413740277290344,0.43644940853118896,0.20372191071510315
Далее рекомендовала принимать курсами по определенной схеме с профилактической целью.,0,0,0,1,0,DI[5],2735484,4,0.00969019252806902,0.009834308177232742,0.13993191719055176,0.2874090075492859,0.15320900082588196
"Препарат нам подошел и очень помог: если ребенок раньше болел до 10 раз за год, то после нескольких курсов 1-2 раза в год!",1,0,0,0,0,EF[2],2735484,5,0.043469175696372986,0.04352889582514763,0.18935184180736542,0.3575859069824219,0.27388957142829895
"Даже процесс адаптации в начальной школе прошел благополучно, даже в эпидемии ребенок не болел.",1,0,0,0,0,EF[1],2735484,6,0.053909722715616226,0.0662972629070282,0.6394901275634766,0.3641529679298401,0.1782703846693039
"Препарат до сих пор принимаем курсами всей семьей и с профилактической целью, и при простуде!",0,0,0,1,0,DI[3],2735484,7,0.05401606112718582,0.056011784821748734,0.2790830135345459,0.3799436092376709,0.24869076907634735
Впервые препарат Циклоферон попробовали в 2006 году.,0,0,0,0,0,NEUTRAL,2735484,1,0.012971400283277035,0.01282833144068718,0.06589227169752121,0.4437294602394104,0.24048471450805664
Наш участковый педиатр при каждом эпизоде простуды прописывал ректальные свечи Виферон по одному супозиторию в попку два раза в день.,0,0,0,1,0,DI[1],697047,3,0.04053860902786255,0.040274400264024734,0.1821335107088089,0.36581048369407654,0.27487942576408386
Мой сын с шести месяцев очень часто болел.,0,0,0,0,0,NEUTRAL,697047,1,0.041871752589941025,0.04820433631539345,0.2473602592945099,0.39467400312423706,0.2237098664045334
"В инструкции пишут, что это иммуностимулирующее средство, повышает сопротивляемость организма к бактериальным и вирусным инфекциям.",0,0,0,1,0,DI[3],950111,8,0.11810305714607239,0.11931251734495163,0.23573783040046692,0.4550057649612427,0.3681991696357727
Мы пропили курс 2 недели и через неделю после прекращения приема заболели снова.,0,1,0,0,0,INF[1],950111,9,0.022272631525993347,0.024514032527804375,0.1622186303138733,0.39260584115982056,0.2034420669078827
Вывод: нам этот сироп не помог к сожалению.,0,1,0,0,0,INF[2],950111,10,0.05809459090232849,0.05847867578268051,0.20679423213005066,0.37059932947158813,0.2794796824455261
"Я посоветовалась с нашим педиатром, и она нам порекомендовала Биоарон С. Сказала, что он натуральный, там алоэ.",0,0,0,0,0,NEUTRAL,950111,4,0.015348469838500023,0.016927922144532204,0.05750289559364319,0.49730774760246277,0.3432482182979584
Это самое легкое и безопасное средство для успокоения нервной системы и улучшения памяти.,0,0,0,1,0,DI[3],2445498,2,0.01802198961377144,0.02162245474755764,0.5734321475028992,0.27772337198257446,0.09790655970573425
"Уже во взрослом возрасте врач-невролог мне сказала очень интересную вещь: Если вы не можете уснуть, то достаточно 2-3 таблетки глицина и вы заснете сном младенца.",0,0,0,0,1,Finding[7],2445498,3,0.03522602468729019,0.04080730304121971,0.3369216024875641,0.3936280906200409,0.2541468143463135
"Валерьяна мне не помогает, фенозепамом я не увлекаюсь, а вот безопасный глицин отлично помогает заснуть, при чем очень быстро.",1,1,1,0,0,EF[12]|INF[9]|ADR[11],2445498,5,0.13141107559204102,0.13877828419208527,0.3658154010772705,0.40674641728401184,0.3442803919315338
Когда нервничаю мне он очень помогает успокоиться.,1,0,0,1,0,EF[1]|DI[14],2445498,8,0.03693876042962074,0.043278131633996964,0.3154591917991638,0.40672382712364197,0.24047239124774933
Я всегда быстро разжевываю пару таблеток глицина и мне становится спокойнее.,1,0,0,1,0,EF[8]|DI[10],2445498,9,0.06624571233987808,0.07454315572977066,0.3620751202106476,0.41659092903137207,0.23672756552696228
Сердце молотит уже не так быстро.,1,0,0,1,0,EF[5]|DI[2],2445498,10,0.0008832255261950195,0.0010818600421771407,0.9895597696304321,0.00841715931892395,0.005866250954568386
Также если в голове кавардак глицин помогает поставить голову на место.,1,0,0,0,0,EF[13],2445498,11,0.0047034211456775665,0.00613791448995471,0.374715656042099,0.33864346146583557,0.1250709742307663
Он нормализует мозговое кровообращение.,1,0,1,0,0,EF[4]|ADR[15],2445498,12,0.03685549274086952,0.04658854752779007,0.3070763647556305,0.4536367952823639,0.19410867989063263
"В некоторых случаях может болеть желудок, но если его пить лошадиными дозами.",0,0,1,0,0,ADR[6],2445498,15,0.05220871791243553,0.05833321064710617,0.28893551230430603,0.44780731201171875,0.20503871142864227
"А так очень замечательное средство, которое назначают и маленьким деткам.",1,0,0,0,0,EF[16],2445498,16,0.04747511073946953,0.04635712131857872,0.18482403457164764,0.36186423897743225,0.2960480749607086
Рекомендую.,0,0,0,0,0,NEUTRAL,2445498,17,0.15098726749420166,0.15980449318885803,0.45315295457839966,0.3534499704837799,0.2868269383907318
"Позиционируется это средство, как супер-средство при первых признаках простуды.",0,0,0,1,0,DI[3],936675,5,0.1294461190700531,0.13599032163619995,0.34338104724884033,0.4023149907588959,0.2999396324157715
"Профилактика, одним словом.",0,0,0,1,0,DI[1],936675,6,0.0026719525922089815,0.0028218799270689487,0.6961820125579834,0.07677900046110153,0.032319940626621246
"Я говорю, что не действует, а они все равно выписывают.",0,1,0,0,0,INF[4],936675,9,0.04490210860967636,0.04540858417749405,0.18285810947418213,0.3985302746295929,0.2695753276348114
"Скажу так, средство не помогает ни при первых признаках, ни в период лечения скорейшему выздоровлению.",0,1,0,0,0,INF[2],936675,10,0.09876853972673416,0.09818534553050995,0.3025638461112976,0.35724157094955444,0.2984439730644226
"Такое разрекламированное в последние годы средство ""Амизон"", а вот толку от него совершенно никакого.",0,0,0,0,0,NEUTRAL,936675,1,0.0152280293405056,0.014878123998641968,0.1064150258898735,0.4023458659648895,0.2107088565826416
"В период эпидемии нам врач посоветовала их пропить, так как еще у нас был период прорезывания зубов, и чтобы не подхватить вирус, мы пропили курс анаферона.",0,0,0,1,0,DI[4],590646,2,0.04962724447250366,0.04749048873782158,0.17822755873203278,0.3516593873500824,0.33827075362205505
"Но когда моя малышка простыла, (через пару месяцев), нам снова выписали анаферон, и вот тогда от него действия никакого не было, и нам пришлось сочетать с другими противовирусными средствами.",0,1,0,1,0,INF[3]|DI[1],590646,3,0.03624345734715462,0.03717248886823654,0.22019891440868378,0.32463565468788147,0.25512805581092834
"Общее впечатление : Не особо хорош препарат, слабый для часто болеющих детей RATING 4 NOTE",0,1,0,0,0,INF[2],590646,6,0.005590818356722593,0.0060114203952252865,0.0637490376830101,0.36222556233406067,0.15453629195690155
Вывод таков: одно противовирусное средство не чаще 2 раз в год можно принимать.,0,0,0,0,0,NEUTRAL,590646,4,0.03118453174829483,0.03195558115839958,0.12478537857532501,0.43223074078559875,0.25020313262939453
"Угораздило меня подхватить вирусную инфекцию летом, как я уже писала, препарат арбидол мне не очень помог.",0,0,0,1,0,DI[1],246591,1,0.03298654034733772,0.03509834036231041,0.22332550585269928,0.39979997277259827,0.20641858875751495
"Могу сказать, что временное облегчение он обеспечивает, и на вкус довольно приятным оказался, даже вкусным.",1,0,0,0,0,EF[2],246591,3,0.1981114000082016,0.21153149008750916,0.41177505254745483,0.3981896638870239,0.34438061714172363
"После приема действительно становилось легче, и горло меньше болело и нос не так закладывало.",1,0,0,1,0,EF[4]|DI[3],246591,5,0.1033797338604927,0.10962360352277756,0.39511436223983765,0.35844266414642334,0.28745368123054504
Я принимала антигриппин когда было особенно тяжело в первые 2 дня заболевания.,0,0,0,0,0,NEUTRAL,246591,7,0.044491324573755264,0.043668292462825775,0.23178915679454803,0.32218021154403687,0.23024383187294006
"В последнее время стала плохо спать, Засыпаю довольно быстро, но несколько раз за ночь просыпаюсь.",0,0,0,1,0,DI[3],2443740,1,0.14512626826763153,0.16548660397529602,0.6234751343727112,0.3586180806159973,0.26779261231422424
"Вот ведь ирония, днем от него глаза просто закрываются, а вот ночью словно второе дыхание открывается, о каком сне может быть речь??",0,0,1,0,0,ADR[6],2443740,8,0.003158555133268237,0.0038415384478867054,0.978603184223175,0.059805113822221756,0.03598755598068237
Так что мне эта настойка не помогла.,0,1,0,0,0,INF[2],2443740,9,0.06068551912903786,0.06385043263435364,0.24919791519641876,0.39833709597587585,0.25875550508499146
"Я по-прежнему не сплю, да и спокойнее вроде тоже не стала) К сожалению)",0,1,0,1,1,INF[4]|DI[5]|Finding[1],2443740,10,0.03567005321383476,0.036260250955820084,0.2964121997356415,0.3215911388397217,0.27760744094848633
"Все-таки я считаю, что лучше попить настойки трав, чем таблетки.",0,0,0,0,0,NEUTRAL,2443740,4,0.06390891224145889,0.07012979686260223,0.293291836977005,0.37172770500183105,0.22783228754997253
"Порошковый препарат, который эффективен при первых же симптомах простуды.",0,0,0,1,0,DI[1],656346,1,0.016541259363293648,0.01812986470758915,0.16269275546073914,0.3467203676700592,0.16680952906608582
"На самом деле, то он эффективен, но что же там такое в составе, что так быстро проходит болезнь, явно не волшебное составляющее(.",1,0,0,0,0,EF[5],656346,3,0.058331653475761414,0.05820659548044205,0.2492767721414566,0.3466286361217499,0.2808476388454437
"Незаменимый препарат, когда болеть некогда, необходимо идти на работу, если у тебя нет права на больничный.",1,0,0,0,0,EF[4],656346,5,0.024601774290204048,0.02483392134308815,0.24202285706996918,0.3025912046432495,0.1755729466676712
"Препарат приятный на вкус, растворяешь в воде, выпиваешь, прячешься под одеяло и потеешь, выталкиваешь все микробы на поверхность))) Общее впечатление : Помагает снять симптомы ОРВИ RATING 4 NOTE",1,0,0,1,0,EF[2]|DI[3],656346,6,0.009066229686141014,0.010015088133513927,0.12128710001707077,0.35818910598754883,0.1614508479833603
"Наколотил, выпил и можешь ложиться спать).",0,0,0,0,0,NEUTRAL,656346,2,0.011864486150443554,0.014424290508031845,0.26428693532943726,0.344543993473053,0.17998002469539642
"Моя дочь очень часто болеет гнойной ангиной и врач посоветовал нам сдать кровь на вирус Эштейна Барра, мы сдали и анализ оказался положительным.",0,0,0,1,0,DI[2],1528477,1,0.07288573682308197,0.06948434561491013,0.19646361470222473,0.3931563198566437,0.36676499247550964
"Нам назначили этот препарат, после него доченьку начало тошнить и рвота, аппетита никакого.",0,0,1,0,0,ADR[1],1528477,2,0.05535484105348587,0.0606151781976223,0.20253150165081024,0.4562494456768036,0.29463768005371094
Дочери 6 лет.,0,0,0,0,0,NEUTRAL,1528477,3,0.0012215094175189734,0.0012969953240826726,0.7565006017684937,0.06040685251355171,0.02103693224489689
Крем для наружного применения Фенистил Пенцивир нам посоветовала педиатр из поликлиники как средство против аллергии наружное.,0,0,0,1,0,DI[4],591900,1,0.05024702847003937,0.04891772195696831,0.15070369839668274,0.4153491258621216,0.34365981817245483
"Мы пробовали, когда была просто аллергия на непонятный нам продукт - легче не стало.",0,1,0,1,0,INF[5]|DI[1],591900,3,0.08727949857711792,0.08844326436519623,0.2981075644493103,0.3699600100517273,0.28716713190078735
